round,overall_pick,team_id,player_id
1,1,MIN,D20260008
1,2,WAS,D20260018
1,3,NEW,D20260036
1,4,BAL,D20260005
1,5,CIN,D20260033
1,6,BUF,D20260040
1,7,ATL,D20260029
1,8,LOS,D20260019
1,9,PIT,D20260042
1,10,GRE,D20260004
1,11,LAS,D20260006
1,12,HOU,D20260014
2,13,MIN,D20260007
2,14,WAS,D20260046
2,15,NEW,D20260020
2,16,BAL,D20260015
2,17,CIN,D20260034
2,18,BUF,D20260039
2,19,ATL,D20260010
2,20,LOS,D20260012
2,21,PIT,D20260013
2,22,GRE,D20260041
2,23,LAS,D20260032
2,24,HOU,D20260038
3,25,MIN,D20260047
3,26,WAS,D20260030
3,27,NEW,D20260021
3,28,BAL,D20260017
3,29,CIN,D20260001
3,30,BUF,D20260025
3,31,ATL,D20260045
3,32,LOS,D20260016
3,33,PIT,D20260023
3,34,GRE,D20260048
3,35,LAS,D20260035
3,36,HOU,D20260028
